city,lat,lng,country,iso2,continent,adjectives
Richard-Toll,16.4661,-15.6933,Senegal,SN,Africa,"{'economic': 3, 'colonial': 2, 'new': 2, 'local': 2, 'latest': 2, 'popular': 2, 'urban': 1, 'northern': 1, 'botanist': 1, 'initial': 1, 'senior': 1, 'l’escale': 1, 'nomadic': 1, 'rapid': 1, 'demographic': 1, 'available': 1, 'recent': 1, 'artisanal': 1, 'known': 1, 'external': 1}"
Asyūţ,27.1869,31.1714,Egypt,EG,Africa,"{'ancient': 6, 'coptic': 4, 'modern': 3, 'christian': 3, 'southern': 3, 'isbn': 3, 'early': 2, 'late': 2, 'local': 2, 'highest': 2, 'hot': 2, '°': 2, 'ⲥⲓⲟⲟⲩⲧ': 1, 'northern': 1, 'λύκων': 1, 'western': 1, 'prominent': 1, 'funerary': 1, 'remarkable': 1, 'adjacent': 1, 'ramessid': 1, 'distinct': 1, 'sub': 1, 'various': 1, 'twentieth': 1, 'elaborate': 1, 'great': 1, '14th': 1, 'only': 1, 'fine': 1, 'inlaid': 1, 'last': 1, 'next': 1, 'hydroelectric': 1, 'driest': 1, 'widest': 1, 'mid': 1, 'nearby': 1, 'similar': 1, 'continental': 1, 'harsh': 1, 'chilly': 1, 'cold': 1, 'non': 1, 'humid': 1, 'rare': 1, 'general': 1, 'lowest': 1, 'aristocratic': 1, 'notable': 1}"
Rygge,59.3747,10.7147,Norway,NO,Europe,"{'golden': 2, 'medieval': 2, 'civilian': 2, 'administrative': 1, 'pasque': 1, 'operational': 1, 'general': 1, 'old': 1, 'oldest': 1, 'possible': 1, 'uncertain': 1, 'genitive': 1, 'last': 1, 'hof': 1, 'correct': 1, 'alternative': 1, 'further': 1, 'baltic': 1, 'modern': 1, 'red': 1, 'rygge': 1, 'larger': 1, 'long': 1, 'lower': 1, 'narrower': 1, 'temporary': 1, 'contemporary': 1, 'military': 1, 'early': 1, 'commercial': 1, 'notable': 1, 'external': 1, 'dictionary': 1}"
Ciudad Benito Juárez,25.65,-100.0833,Mexico,MX,North America,"{'municipal': 3, 'metropolitan': 2, '19th': 2, 'new': 2, 'present': 2, 'plain': 2, 'annual': 2, 'political': 2, 'eastern': 1, 'natural': 1, 'heavy': 1, 'residential': 1, 'inner': 1, 'available': 1, 'mountainous': 1, 'important': 1, 'semi': 1, 'rugged': 1, 'dry': 1, 'hot': 1, 'dominant': 1, 'democratic': 1, 'current': 1, 'past': 1, 'external': 1, 'official': 1}"
Weinsberg,49.1518,9.2857,Germany,DE,Europe,"{'free': 6, 'communal': 5, 'imperial': 5, 'small': 3, 'northern': 3, 'annual': 3, '19th': 3, 'roman': 3, 'eastern': 2, 'southern': 2, 'highest': 2, 'local': 2, 'south': 2, 'yearly': 2, 'celtic': 2, '2nd': 2, 'early': 2, 'earlier': 2, 'technical': 2, 'long': 2, 'old': 2, 'new': 2, 'northeast': 1, 'lowest': 1, 'southeast': 1, 'former': 1, 'southwest': 1, 'last': 1, 'km2': 1, 'irregular': 1, 'short': 1, 'east': 1, 'urban': 1, 'military': 1, 'joint': 1, 'closed': 1, 'clinical': 1, 'own': 1, 'dem': 1, 'mild': 1, '°': 1, 'meteorological': 1, 'earliest': 1, 'silver': 1, 'least': 1, '7th': 1, 'medieval': 1, 'loyal': 1, 'staufish': 1, 'equal': 1}"
Locri,38.2333,16.2667,Italy,IT,Europe,"{'ancient': 6, 'important': 4, 'administrative': 4, 'new': 4, 'cultural': 3, 'votive': 3, 'original': 2, 'great': 2, '5th': 2, 'roman': 2, 'ionic': 2, 'central': 2, 'famous': 2, 'southern': 1, 'modern': 1, 'eponymous': 1, 'principal': 1, 'present': 1, 'defensive': 1, 'renowned': 1, 'local': 1, 'illustrious': 1, 'early': 1, 'own': 1, 'bright': 1, 'locrian': 1, 'significant': 1, 'religious': 1, 'marital': 1, 'numerous': 1, 'good': 1, 'archeological': 1, 'dei': 1, 'wildest': 1, 'connected': 1, 'regional': 1, 'easy': 1, 'accessible': 1, 'comfortable': 1, 'criminal': 1, 'civil': 1, 'catholic': 1, 'evangelical': 1, 'medical': 1, 'fast': 1, 'wide': 1, 'hilly': 1, 'mountainous': 1, 'further': 1, 'seaside': 1}"
Rezh,57.3667,61.3667,Russia,RU,Europe,"{'administrative': 7, 'municipal': 2, 'rural': 1, 'пунктов': 1, 'effective': 1, 'official': 1}"
Kyaukpyu,19.4264,93.5458,Myanmar,MM,Asia,"{'deep': 6, 'natural': 5, 'western': 3, 'small': 3, 'dry': 3, 'industrial': 3, 'present': 2, 'sino': 2, 'containerized': 2, 'special': 2, 'economic': 2, 'bulk': 2, 'south': 2, 'academic': 2, 'ကျောက်ဖြူမြို့': 1, 'northwestern': 1, 'principal': 1, 'superb': 1, 'urban': 1, 'old': 1, 'colossal': 1, 'white': 1, 'earliest': 1, '8th': 1, '17th': 1, 'anglo': 1, 'landfall': 1, 'tropical': 1, 'warm': 1, 'wet': 1, 'torrential': 1, 'arakanese': 1, 'sacred': 1, 'buddhist': 1, 'ta': 1, 'lone': 1, 'focal': 1, 'popular': 1, 'famous': 1, 'historic': 1, 'capable': 1, 'onshore': 1, 'cubic': 1, 'nearby': 1, 'additional': 1, 'massive': 1, 'enhanced': 1, 'local': 1, 'potential': 1, 'pristine': 1}"
Andong,36.5592,128.7289,South Korea,KR,Asia,"{'local': 5, 'confucian': 4, 'notable': 4, 'early': 3, 'special': 3, 'cultural': 2, 'famous': 2, 'influential': 2, 'old': 2, 'popular': 2, 'fake': 2, 'steamed': 2, 'south': 2, 'humid': 2, 'northern': 1, 'agricultural': 1, 'urban': 1, 'late': 1, 'mid': 1, 'tertiary': 1, 'conservative': 1, 'long': 1, 'prominent': 1, 'great': 1, 'principal': 1, 'political': 1, '16th': 1, '19th': 1, 'strong': 1, 'royal': 1, 'intense': 1, 'reliable': 1, '73rd': 1, 'historic': 1, 'traditional': 1, 'modern': 1, 'steep': 1, 'administrative': 1, 'bibimbap': 1, 'hot': 1, 'white': 1, 'braised': 1, 'various': 1, 'inner': 1, 'rich': 1, 'likely': 1, 'current': 1, 'plausible': 1, 'rapid': 1, 'natural': 1}"
Raurkela,22.2492,84.8828,India,IN,Asia,"{'technical': 7, 'different': 7, 'former': 7, 'local': 5, 'rich': 5, 'new': 5, 'various': 5, 'smart': 4, 'small': 4, 'civic': 4, 'social': 3, 'square': 3, 'own': 3, 'industrial': 3, 'few': 3, 'medical': 3, 'current': 3, 'third': 2, 'economic': 2, 'further': 2, 'western': 2, 'mean': 2, 'long': 2, 'tropical': 2, 'minimum': 2, 'maximum': 2, 'best': 2, 'natural': 2, 'separate': 2, 'residential': 2, 'modern': 2, 'green': 2, 'higher': 2, 'locomotive': 2, 'electric': 2, 'general': 2, 'commercial': 2, 'notable': 2, 'synthetic': 2, 'olympic': 2, 'planned': 1, 'northern': 1, 'integrated': 1, 'twin': 1, 'dense': 1, 'late': 1, 'early': 1, 'soviet': 1, 'mineral': 1, 'preliminary': 1}"
Talwandi Bhai,30.8622,74.9285,India,IN,Asia,"{'agricultural': 2, 'municipal': 1, 'old': 1, 'multi': 1, 'professional': 1, 'industrial': 1, 'famous': 1, 'female': 1, 'higher': 1, 'external': 1}"
Terni,42.5667,12.65,Italy,IT,Europe,"{'important': 14, 'active': 10, '18th': 8, 'industrial': 7, 'roman': 6, 'romanesque': 3, 'native': 3, '19th': 2, 'secondary': 2, 'new': 2, '17th': 2, 'local': 2, '13th': 2, '16th': 2, 'notable': 2, 'germanic': 2, 'political': 2, 'southern': 1, 'regional': 1, '7th': 1, 'archaeological': 1, 'strong': 1, 'numerous': 1, 'umbrian': 1, '3rd': 1, 'natural': 1, 'long': 1, 'interminable': 1, 'contentious': 1, 'following': 1, '14th': 1, 'own': 1, 'civil': 1, 'traditional': 1, 'plentiful': 1, 'favorite': 1, 'wide': 1, 'east': 1, 'different': 1, 'chemical': 1, 'multinational': 1, 'third': 1, 'renewable': 1, 'technological': 1, 'urban': 1, 'suburban': 1, 'religious': 1, 'ancient': 1, 'christian': 1, 'baroque': 1}"
Ráckeve,47.1608,18.9456,Hungary,HU,Europe,"{'original': 3, 'medieval': 3, 'baroque': 2, '12th': 2, 'official': 2, '15th': 2, 'modern': 2, 'new': 2, '19th': 2, 'only': 2, 'gothic': 2, 'oldest': 1, 'serb': 1, 'lower': 1, '16th': 1, 'respectable': 1, 'victorious': 1, 'prior': 1, '18th': 1, 'tri': 1, 'ethnic': 1, 'great': 1, 'wooden': 1, 'permanent': 1, 'renowned': 1, 'hot': 1, 'designate': 1, 'pre': 1, 'little': 1, 'pebble': 1, 'hunnic': 1, '4th': 1, 'personal': 1, 'traditional': 1, 'historical': 1, 'famous': 1, 'catholic': 1, 'worth': 1, 'neo': 1, 'authentic': 1, 'old': 1, 'visited': 1, 'central': 1, 'notable': 1, 'external': 1}"
Mozarlândia,-14.745,-50.5708,Brazil,BR,South America,"{'agricultural': 3, 'central': 1, 'northern': 1, 'western': 1, 'southern': 1, 'eastern': 1, 'flat': 1, 'rich': 1, 'important': 1, 'fellow': 1, 'eligible': 1, 'urban': 1, 'rural': 1, 'geometric': 1, 'biggest': 1, 'natural': 1, 'industrial': 1, 'retail': 1, 'live': 1, 'middle': 1, 'higher': 1, 'yearly': 1, 'last': 1}"
Tual,-5.6368,132.7508,Indonesia,ID,Asia,"{'only': 5, 'small': 3, 'smaller': 3, 'administrative': 3, 'northern': 3, 'heavy': 2, 'mid': 2, 'southern': 2, 'agricultural': 2, 'informal': 2, 'independent': 1, 'urbanized': 1, 'larger': 1, 'further': 1, 'early': 1, 'colonial': 1, 'recent': 1, 'numerous': 1, 'maximum': 1, 'steep': 1, 'podzol': 1, 'fertile': 1, 'good': 1, 'rainy': 1, 'various': 1, 'tropical': 1, 'moderate': 1, 'fifth': 1, 'official': 1, 'rural': 1, 'new': 1, 'inhabited': 1, 'populated': 1, 'urbanised': 1, 'sharp': 1, 'previous': 1, 'sweet': 1, 'local': 1, 'dependent': 1, 'prone': 1, 'highest': 1, 'hindu': 1, 'elementary': 1, 'junior': 1, 'senior': 1, 'vocational': 1, 'higher': 1, 'central': 1, 'available': 1, 'online': 1}"
Luleå,65.5838,22.1915,Sweden,SE,Europe,"{'professional': 4, 'northern': 3, 'new': 3, 'long': 3, 'domestic': 3, 'free': 3, 'female': 3, 'male': 3, 'vast': 2, 'biggest': 2, 'current': 2, 'post': 2, 'few': 2, 'additional': 2, 'direct': 2, 'daily': 2, 'indoor': 2, 'hardcore': 2, 'melodic': 2, 'active': 2, 'alternative': 2, 'academic': 2, 'cross': 2, 'country': 2, 'former': 2, 'urban': 1, '25th': 1, 'brackish': 1, 'seventh': 1, 'extensive': 1, 'northernmost': 1, 'original': 1, 'glacial': 1, 'shallow': 1, 'devastating': 1, 'tallest': 1, 'residential': 1, 'neighbouring': 1, 'technological': 1, 'wireless': 1, 'whole': 1, 'operational': 1, 'stable': 1, 'renewable': 1, 'coolest': 1, 'political': 1, 'subarctic': 1, 'short': 1, 'mild': 1, 'warm': 1}"
Campagna,40.6666,15.1064,Italy,IT,Europe,"{'15th': 8, '16th': 5, '14th': 4, 'religious': 2, '10th': 2, '11th': 2, 'small': 1, 'old': 1, 'ninth': 1, 'strategic': 1, 'important': 1, 'cultural': 1, 'temporary': 1, 'much': 1, 'della': 1, 'notable': 1, 'catholic': 1, 'dominican': 1, 'noble': 1, 'famous': 1, 'traditional': 1, 'natural': 1, 'ancient': 1, 'delightful': 1, 'late': 1, 'huge': 1, 'external': 1, 'official': 1}"
Karambakkudi,10.4587,79.141,India,IN,Asia,"{'higher': 4, 'secondary': 4, 'primary': 3, 'available': 2, 'nearest': 2, 'agricultural': 1, 'hot': 1, 'dry': 1, 'hottest': 1, 'coldest': 1, 'little': 1, 'pleasant': 1, 'full': 1, 'warm': 1, 'cool': 1, 'heavy': 1, 'severe': 1, 'arabic': 1, 'non': 1, 'request': 1, 'single': 1, 'equipped': 1, 'bright': 1}"
Arrigorriaga,43.2078,-2.8861,Spain,ES,Europe,"{'old': 5, 'red': 4, 'great': 4, 'basque': 3, 'naked': 3, 'different': 3, 'central': 3, 'wooden': 3, 'professional': 3, 'official': 2, 'diverse': 2, '12th': 2, 'former': 2, 'important': 2, 'early': 2, 'municipal': 2, 'political': 2, 'industrial': 2, 'principal': 2, 'big': 2, 'artistic': 2, 'pre': 2, 'rounded': 2, 'autonomous': 1, 'northern': 1, 'metropolitan': 1, 'square': 1, 'conterminous': 1, 'locative': 1, 'suffix': 1, 'polysemic': 1, 'bare': 1, '15th': 1, 'ancient': 1, 'legendary': 1, 'much': 1, '19th': 1, 'romantic': 1, 'prosaic': 1, 'independent': 1, '16th': 1, 'least': 1, 'unilateral': 1, 'corresponding': 1, 'incoming': 1, 'free': 1, 'fable': 1, 'true': 1, 'bloody': 1, 'generic': 1}"
Newark,40.0706,-82.425,United States,US,North America,"{'various': 2, 'metropolitan': 1, 'local': 1, 'former': 1, 'administrative': 1, 'electronic': 1, 'pigpen': 1}"
Debrecen,47.53,21.6392,Hungary,HU,Europe,"{'jewish': 7, 'important': 6, 'new': 6, 'nearby': 5, 'agricultural': 4, 'local': 4, 'cultural': 3, '16th': 3, 'catholic': 3, 'short': 3, 'communist': 3, 'famous': 3, 'literary': 3, 'regional': 2, 'slavic': 2, 'close': 2, 'modern': 2, 'last': 2, 'situated': 2, 'central': 2, 'former': 2, 'significant': 2, 'antisemitic': 2, 'prominent': 2, 'orthodox': 2, 'young': 2, 'annual': 2, '°': 2, 'intellectual': 2, 'current': 2, '19th': 2, 'notable': 2, 'defunct': 2, 'olympic': 2, 'official': 2, '18th': 1, 'good': 1, '*': 1, 'standard': 1, 'small': 1, 'rapid': 1, '13th': 1, 'early': 1, 'difficult': 1, 'diplomatic': 1, 'royal': 1, 'commercial': 1, 'future': 1, 'revolutionary': 1, 'western': 1}"
Simbach am Inn,48.2667,13.0167,Germany,DE,Europe,"{'annual': 2, 'geothermal': 2, 'opposite': 1, 'electrical': 1, 'historical': 1, 'independent': 1, 'youngest': 1, 'tallest': 1, 'clear': 1, 'distant': 1, 'important': 1, 'elaborate': 1, 'popular': 1, 'industrial': 1, 'last': 1, 'angling': 1, 'pro': 1, 'renewable': 1, 'younger': 1, 'old': 1, 'older': 1, 'biggest': 1, 'free': 1, 'incomplete': 1, 'closest': 1}"
Mococa,-21.4678,-47.0047,Brazil,BR,South America,"{'municipal': 2, 'current': 2, 'local': 1, 'lesser': 1, 'external': 1, 'official': 1}"
Garhwa,24.16,83.8075,India,IN,Asia,"{'local': 7, 'tribal': 5, 'cultural': 4, 'nearby': 3, 'rural': 3, 'urban': 3, 'popular': 3, 'nearest': 2, 'limited': 2, 'various': 2, 'different': 2, 'key': 2, 'administrative': 2, 'diverse': 2, 'primary': 2, 'important': 2, 'recreational': 2, 'festive': 2, 'convenient': 1, 'available': 1, 'independent': 1, 'accessible': 1, 'connected': 1, 'dhanbad': 1, 'daily': 1, 'direct': 1, 'express': 1, 'premium': 1, 'higher': 1, 'male': 1, 'female': 1, 'official': 1, 'multilingual': 1, 'rich': 1, 'aryan': 1, 'dominant': 1, 'significant': 1, 'smaller': 1, 'indigenous': 1, 'remote': 1, 'famous': 1, 'religious': 1, 'few': 1, 'natural': 1, 'scenic': 1, 'open': 1, 'green': 1, 'decorative': 1, 'peaceful': 1, 'dedicated': 1}"
Hombori,15.2789,-1.6978,Mali,ML,Africa,"{'hot': 2, 'mean': 2, 'highest': 2, 'royal': 2, 'small': 1, 'rural': 1, 'weekly': 1, 'semi': 1, 'arid': 1, 'late': 1, 'annual': 1, 'lowest': 1, '°': 1, 'difficult': 1, 'continuous': 1, 'deep': 1, 'vernacular': 1, 'narrow': 1, 'similar': 1, 'popular': 1, 'ancient': 1, 'exact': 1, 'unknown': 1, 'strategic': 1, 'southern': 1, 'local': 1, 'traditional': 1, 'much': 1, 'nearby': 1, 'moorish': 1, 'vast': 1, 'dominant': 1, 'external': 1, 'original': 1}"
Balzers,47.0667,9.5,Liechtenstein,LI,Europe,"{'local': 2, 'only': 2, 'cross': 2, 'standard': 1, 'southern': 1, 'present': 1, 'different': 1, 'actual': 1, 'visible': 1, 'unaware': 1, 'half': 1, 'serious': 1, 'ritual': 1, 'pre': 1, 'christian': 1, 'huge': 1, 'small': 1, 'rocky': 1, 'municipal': 1, 'incumbent': 1, 'available': 1, 'thin': 1, 'solar': 1, 'notable': 1, 'olympic': 1, 'country': 1, 'outstanding': 1, 'external': 1, 'official': 1}"
Paidha,2.4167,30.9875,Uganda,UG,Africa,"{'mid': 2, 'simba': 1, 'minimal': 1, 'busy': 1, 'busiest': 1, 'informal': 1, 'ubos': 1, 'annual': 1, 'additional': 1, 'close': 1, 'isbn': 1, 'external': 1}"
Karczew,52.0833,21.25,Poland,PL,Europe,"{'local': 2, 'urban': 1, 'rural': 1, 'administrative': 1, 'right': 1, 'official': 1, 'feasible': 1, 'lower': 1, 'external': 1, 'jewish': 1}"
Gadani,25.1194,66.7319,Pakistan,PK,Asia,"{'small': 3, 'federal': 2, 'coastal': 1, 'administrative': 1, 'prehistoric': 1, 'flint': 1, 'seventh': 1, 'fifth': 1, 'present': 1, 'technical': 1, 'financial': 1, 'modern': 1, 'direct': 1, 'newer': 1, 'significant': 1, 'less': 1, 'recent': 1, 'modest': 1}"
Gramado,-29.3789,-50.8739,Brazil,BR,South America,"{'current': 2, 'green': 2, 'important': 2, 'azorean': 1, 'scenic': 1, 'present': 1, 'unincorporated': 1, 'local': 1, 'strong': 1, 'mayoral': 1, 'legislative': 1, 'fourth': 1, 'municipal': 1, 'u': 1, 'shaped': 1, 'pine': 1, 'small': 1, 'fair': 1, 'common': 1, 'native': 1, 'late': 1, 'temperate': 1, 'oceanic': 1, 'hot': 1, 'hotter': 1, 'pleasant': 1, 'cool': 1, 'heavy': 1, 'occasional': 1, 'south': 1, '=': 1, 'external': 1}"
Diamniadio,14.7199,-17.1842,Senegal,SN,Africa,"{'new': 6, 'urban': 1, 'collective': 1, 'express': 1, 'residential': 1, 'official': 1}"
Zbarazh,49.6667,25.7778,Ukraine,UA,Europe,"{'jewish': 3, 'new': 3, 'western': 2, 'notable': 2, 'post': 2, 'soviet': 2, 'local': 2, 'administrative': 2, 'catholic': 2, 'small': 1, 'historic': 1, 'detailed': 1, 'famous': 1, 'strong': 1, 'ruthenian': 1, '14th': 1, 'original': 1, 'extant': 1, 'modern': 1, 'immediate': 1, 'world': 1, 'further': 1, 'few': 1, 'palladian': 1, 'similar': 1, '18th': 1, 'nearby': 1, 'remarkable': 1, 'roman': 1, 'commemorative': 1, '100th': 1, 'middle': 1, 'communist': 1, 'hasidic': 1, 'social': 1, 'political': 1, 'external': 1}"
Sukheke Mandi,31.8833,73.4667,Pakistan,PK,Asia,"{'accessible': 1, 'agricultural': 1, 'easier': 1, 'hot': 1, 'cold': 1, 'eastern': 1, 'western': 1, 'fertile': 1, 'monthly': 1, 'higher': 1, 'professional': 1}"
Digora,43.1581,44.1569,Russia,RU,Europe,"{'administrative': 7, 'municipal': 2, 'effective': 2, 'official': 2, 'present': 1, 'external': 1}"
Bonita Springs,26.3558,-81.7859,United States,US,North America,"{'square': 5, 'botanical': 3, 'local': 3, 'early': 2, '20th': 2, 'significant': 2, 'various': 2, 'tropical': 2, 'landfall': 2, 'older': 2, 'cultural': 2, 'integral': 2, 'historic': 2, 'metropolitan': 2, 'km2': 2, 'bald': 2, 'exotic': 2, 'appealing': 1, 'citrus': 1, 'late': 1, 'beautiful': 1, 'thriving': 1, 'approximate': 1, 'accessible': 1, 'mean': 1, 'southwest': 1, 'married': 1, 'female': 1, 'present': 1, 'non': 1, 'rich': 1, 'annual': 1, 'historical': 1, 'numerous': 1, 'middle': 1, 'nearby': 1, 'smaller': 1, 'daytime': 1, 'best': 1, 'regional': 1, 'black': 1, 'injured': 1, 'natural': 1, 'unspoiled': 1, 'pristine': 1, 'marsh': 1, 'native': 1, 'educational': 1, 'recreational': 1, 'notable': 1}"
Xinji,37.943,115.218,China,CN,Asia,"{'serious': 1, 'standard': 1, 'km2': 1, 'administrative': 1, 'sub': 1, 'divided': 1, 'external': 1, 'official': 1}"
Heide,54.1961,9.0933,Germany,DE,Europe,"{'notable': 3, '15th': 1, 'adjoining': 1, 'exact': 1, 'unknown': 1, 'independent': 1, '19th': 1, 'un': 1, 'free': 1, 'educational': 1, 'dwelling': 1, 'comic': 1, 'psychiatrist': 1, 'proficient': 1, 'mental': 1, 'experimental': 1, 'operatic': 1, 'former': 1, 'external': 1}"
Fiľakovo,48.2719,19.8286,Slovakia,SK,Europe,"{'genealogical': 2, 'south': 1, 'central': 1, 'municipal': 1, 'imperial': 1, 'independent': 1, 'ethnic': 1, 'available': 1, 'roman': 1, 'catholic': 1, 'reformated': 1, 'external': 1, 'official': 1}"
Oberhaching,48.0167,11.5833,Germany,DE,Europe,"{'km2': 1, 'residential': 1, 'excellent': 1, 'quiet': 1, 'rural': 1, 'important': 1, 'romanesque': 1, 'baroque': 1, 'small': 1, 'own': 1, 'und': 1, 'notable': 1, 'external': 1, 'official': 1}"
Sinnamary,5.38,-52.96,French Guiana,GF,South America,"{'°': 3, 'sinnamary': 2, 'political': 2, 'annual': 2, 'highest': 2, 'amerindian': 1, 'penal': 1, 'populous': 1, 'entire': 1, 'incorrect': 1, 'tropical': 1, 'wettest': 1, 'lowest': 1, 'coldest': 1, 'du': 1, 'square': 1, 'notable': 1, 'former': 1, 'external': 1, 'official': 1}"
Riesa,51.3081,13.2939,Germany,DE,Europe,"{'federal': 2, 'local': 2, 'notable': 2, '9th': 1, '20th': 1, 'tall': 1, 'blue': 1, 'white': 1, 'sixth': 1, 'regional': 1, 'long': 1, 'general': 1, 'external': 1, 'official': 1}"
Valky,49.8333,35.6167,Ukraine,UA,Europe,"{'administrative': 3, 'urban': 1, 'various': 1, 'territorial': 1, 'simultaneous': 1, 'traditional': 1, 'ethnic': 1}"
Schleiden,50.5331,6.4667,Germany,DE,Europe,"{'regular': 3, 'military': 2, 'schleiden': 1, 'proper': 1, 'early': 1, 'modern': 1, 'revolutionary': 1, 'luxembourgian': 1, 'small': 1, 'important': 1, 'christian': 1, 'independent': 1, 'following': 1, 'late': 1, 'former': 1, 'jewish': 1, 'regional': 1, 'historic': 1, 'massive': 1, 'last': 1, 'non': 1}"
Hengelo,52.2656,6.7931,Netherlands,NL,Europe,"{'industrial': 3, '19th': 3, 'important': 3, 'historical': 3, 'notable': 3, 'various': 3, 'local': 3, 'urban': 2, 'modern': 2, 'residential': 2, 'roman': 2, 'former': 2, 'graphic': 2, 'academic': 2, 'professional': 2, 'eastern': 1, 'larger': 1, 'infrastructural': 1, 'metaalstad': 1, 'electrical': 1, 'chemical': 1, 'strategical': 1, 'economic': 1, 'different': 1, 'current': 1, 'recent': 1, 'archaeological': 1, 'prehistoric': 1, 'grave': 1, 'rhine': 1, 'few': 1, 'agricultural': 1, 'wabtec': 1, 'monumental': 1, 'complex': 1, 'entire': 1, '17th': 1, 'much': 1, 'critical': 1, 'post': 1, 'war': 1, 'innovative': 1, 'southern': 1, 'western': 1, 'standard': 1, 'direct': 1, 'extensive': 1, 'oceanic': 1, 'mild': 1, 'inland': 1}"
Ostrowiec Świętokrzyski,50.9333,21.4,Poland,PL,Europe,"{'local': 5, 'early': 4, 'ostrowiec': 3, 'oldest': 2, 'late': 2, '19th': 2, 'jewish': 2, 'underground': 2, 'nearby': 2, 'metallurgical': 2, 'cultural': 2, 'notable': 2, 'southeastern': 1, 'historical': 1, 'historic': 1, 'old': 1, 'industrial': 1, 'northern': 1, 'southern': 1, 'few': 1, 'interesting': 1, 'archaeological': 1, 'human': 1, 'nomadic': 1, 'earliest': 1, 'contemporary': 1, '14th': 1, 'right': 1, '16th': 1, 'left': 1, 'richest': 1, 'aristocratic': 1, 'numerous': 1, 'various': 1, 'central': 1, 'nazi': 1, 'corrosive': 1, 'mass': 1, 'lively': 1, 'independent': 1, 'significant': 1, 'broad': 1, 'own': 1, 'recent': 1, 'postwar': 1, 'annexed': 1, 'new': 1, 'big': 1, 'collegiate': 1, '17th': 1}"
Daltonganj,24.03,84.07,India,IN,Asia,"{'higher': 2, 'municipal': 1, 'administrative': 1, 'divisional': 1, 'western': 1, 'former': 1, 'thick': 1, 'accessible': 1, 'nearest': 1, 'small': 1, 'medium': 1, 'male': 1, 'female': 1, 'christian': 1, 'active': 1, 'humid': 1, 'subtropical': 1, 'undergraduate': 1, 'medical': 1, 'wide': 1, '15th': 1, 'twin': 1, 'beautiful': 1, 'old': 1, 'famous': 1, 'external': 1}"
Kanpur,26.4499,80.3319,India,IN,Asia,"{'urban': 11, 'important': 9, 'metropolitan': 9, 'municipal': 8, 'industrial': 5, 'northern': 4, 'historical': 4, 'populous': 4, 'divisional': 4, 'local': 4, 'additional': 4, 'civil': 4, 'commercial': 3, 'colonial': 3, 'eastern': 3, 'central': 3, 'heavy': 3, 'current': 3, 'chief': 3, 'civic': 3, 'domestic': 3, 'technical': 3, 'financial': 2, 'similar': 2, 'nearby': 2, 'rebel': 2, 'old': 2, 'recreational': 2, 'prominent': 2, 'annual': 2, 'available': 2, 'non': 2, 'rural': 2, 'responsible': 2, 'executive': 2, 'present': 2, 'biggest': 2, 'solid': 2, 'economic': 2, 'former': 2, 'medical': 2, 'primary': 1, 'military': 1, 'famous': 1, '17th': 1, '12th': 1, '11th': 1, 'popular': 1, 'eighth': 1, 'muslim': 1}"
